CustomerID,Antibiotics,Cold & Sick,Vitamin,Pain Relief,Allergy & Sinus,Digestive Health,Skin Care & Dermatology,Diabetes Care,Heart & Blood Pressure,Women's Health,Men's Health,Eye & Ear Care,Baby & Child Care,First Aid & Wound Care,Respiratory & Asthma,Supplements & Herbal,Weight Management,Sexual Wellness,Mental Health & Sleep,Pet Medications,PreferredCategory
2321,7,8,2,16,0,8,16,7,10,11,15,20,6,19,6,20,6,3,14,4,Eye & Ear Care
2322,1,3,10,16,14,4,9,1,4,14,18,13,10,1,20,3,9,14,12,17,Respiratory & Asthma
2323,15,5,7,1,3,12,10,12,15,10,12,5,3,4,9,20,2,8,14,17,Supplements & Herbal
2324,12,17,13,10,20,8,2,15,16,6,9,15,17,9,5,5,15,1,12,16,Allergy & Sinus
2325,8,4,7,10,2,15,8,1,18,6,11,17,17,14,11,12,19,9,20,6,Mental Health & Sleep
2326,19,17,6,9,8,15,0,11,5,1,18,11,18,10,4,6,14,10,7,4,Antibiotics
2327,1,12,16,14,7,17,17,7,12,10,14,6,15,18,12,3,12,13,12,0,First Aid & Wound Care
2328,4,5,7,10,9,7,15,8,14,1,14,12,7,5,4,8,3,15,8,2,Skin Care & Dermatology
2329,6,13,1,1,14,15,8,12,1,14,10,11,2,7,20,19,15,17,7,18,Respiratory & Asthma
2330,1,20,3,16,16,8,16,10,4,12,14,13,12,15,9,13,15,14,10,18,Cold & Sick
2331,18,11,8,1,6,20,19,9,4,17,6,4,8,7,11,9,5,19,19,14,Digestive Health
2332,8,12,10,6,18,0,9,6,17,6,17,2,1,8,2,11,19,14,4,9,Weight Management
2333,11,18,13,5,5,1,13,8,9,14,0,4,14,4,10,4,8,2,4,2,Cold & Sick
2334,12,3,4,8,5,19,7,17,5,12,19,7,10,20,15,7,15,17,9,16,First Aid & Wound Care
2335,14,14,0,18,6,11,8,9,3,18,16,1,4,10,11,3,2,10,12,6,Pain Relief
2336,3,17,11,16,18,11,12,18,18,20,5,17,1,13,5,9,3,12,10,16,Women's Health
2337,13,12,11,16,19,5,18,10,6,5,19,6,20,16,18,14,14,20,0,16,Baby & Child Care
2338,10,4,6,15,10,2,15,5,12,13,9,15,4,9,1,18,10,18,0,17,Supplements & Herbal
2339,11,15,12,12,0,13,14,5,7,12,2,10,3,9,19,0,20,4,15,0,Weight Management
2340,16,2,0,5,15,0,5,15,2,18,19,9,10,15,14,17,18,3,7,20,Pet Medications
2341,2,12,3,20,20,12,17,14,10,17,6,8,4,13,2,1,20,2,8,0,Pain Relief
2342,0,16,4,5,10,0,13,17,2,6,19,14,20,4,6,10,3,12,9,20,Baby & Child Care
2343,0,2,4,6,0,15,15,11,18,19,7,19,13,11,15,10,7,10,2,3,Women's Health
2344,12,19,2,19,4,5,19,16,12,6,4,8,0,15,13,2,5,8,1,15,Cold & Sick
2345,11,1,20,20,5,16,6,12,2,5,10,13,16,0,4,8,20,16,14,14,Vitamin
2346,18,18,4,2,20,9,11,19,2,11,2,5,12,2,11,7,13,8,15,0,Allergy & Sinus
2347,20,2,0,15,9,1,13,19,12,16,3,4,19,20,15,6,15,17,14,0,Antibiotics
2348,4,6,11,10,11,20,8,11,3,9,9,4,2,1,4,17,5,9,13,5,Digestive Health
2349,18,7,0,5,19,19,6,8,16,13,2,9,4,3,15,17,16,3,0,9,Allergy & Sinus
2350,16,7,8,4,9,14,15,4,6,0,5,15,12,2,7,6,8,18,5,9,Sexual Wellness
2351,19,8,13,4,16,6,13,0,5,15,12,19,19,2,17,10,7,3,11,11,Antibiotics
2352,12,14,14,10,0,2,18,5,5,6,14,1,7,3,0,5,9,2,5,18,Skin Care & Dermatology
2353,17,0,19,10,18,12,6,12,2,1,20,10,6,18,1,5,11,9,14,9,Men's Health
2354,0,12,16,12,2,2,3,1,11,18,0,4,14,20,14,10,5,12,19,19,First Aid & Wound Care
2355,16,16,17,19,5,8,1,18,20,4,16,1,18,5,1,17,6,0,4,2,Heart & Blood Pressure
2356,7,13,2,4,7,5,9,12,4,13,4,19,15,13,11,0,10,7,12,8,Eye & Ear Care
2357,10,7,12,10,20,0,2,18,14,10,17,15,20,10,5,12,16,4,3,13,Allergy & Sinus
2358,16,2,16,15,18,16,16,5,4,17,9,13,19,7,19,11,7,10,7,17,Baby & Child Care
2359,6,3,7,12,17,6,8,17,19,9,18,14,9,13,15,17,20,4,14,8,Weight Management
2360,14,16,17,8,17,10,13,2,0,0,17,2,20,14,3,13,5,5,17,14,Baby & Child Care
2361,7,6,16,20,1,2,18,7,8,17,19,5,8,13,7,11,1,20,5,16,Pain Relief
2362,20,5,3,1,20,2,11,10,6,5,17,5,2,3,12,18,6,3,9,9,Antibiotics
2363,17,7,15,19,11,5,14,4,19,14,18,0,19,14,16,16,2,16,8,3,Pain Relief
2364,15,19,18,15,3,10,19,10,15,13,8,13,16,19,19,19,18,9,8,9,Cold & Sick
2365,8,12,7,11,9,0,0,2,9,10,16,3,1,18,8,0,15,8,2,13,First Aid & Wound Care
2366,12,10,12,0,9,16,10,15,8,16,13,6,5,10,1,18,12,3,2,19,Pet Medications
2367,8,20,20,12,19,12,0,10,11,5,4,15,15,14,7,8,9,9,4,17,Cold & Sick
2368,6,1,16,10,16,5,0,5,1,3,8,19,13,14,15,0,18,20,14,7,Sexual Wellness
2369,12,0,6,5,5,19,4,12,20,11,7,7,18,16,9,9,16,9,3,11,Heart & Blood Pressure
2370,14,18,5,3,5,19,3,14,0,19,2,2,16,17,8,19,0,19,18,13,Digestive Health
2371,12,17,19,19,10,4,17,6,4,1,10,8,3,3,2,9,18,12,0,4,Vitamin
2372,15,16,17,20,20,20,11,15,14,18,18,1,2,0,9,10,19,17,5,12,Pain Relief
2373,9,2,17,4,14,17,0,7,15,7,4,5,9,10,17,7,16,7,17,19,Pet Medications
2374,18,4,13,2,14,3,12,2,10,8,19,20,16,9,5,10,9,1,17,5,Eye & Ear Care
2375,18,2,17,20,15,6,14,7,5,4,9,1,17,8,15,0,10,18,2,6,Pain Relief
2376,12,20,18,5,13,20,5,10,13,18,7,1,9,18,20,0,18,0,7,18,Cold & Sick
2377,9,18,17,5,2,2,5,3,5,14,11,6,14,18,11,7,13,8,14,0,Cold & Sick
2378,18,14,4,9,5,15,2,2,5,9,6,3,9,11,13,12,6,7,9,3,Antibiotics
2379,9,8,10,15,13,4,19,1,8,14,13,7,5,17,19,1,5,6,18,5,Skin Care & Dermatology
2380,18,15,5,17,6,1,13,5,5,19,17,15,2,12,4,11,19,3,15,19,Women's Health
2381,11,11,3,15,12,8,8,8,13,1,17,7,11,15,11,19,6,0,3,14,Supplements & Herbal
2382,3,6,17,7,9,12,13,8,3,19,3,7,18,10,2,6,13,3,12,0,Women's Health
2383,0,6,16,9,20,11,13,14,16,9,13,1,12,19,3,1,12,6,16,18,Allergy & Sinus
2384,11,18,17,0,8,11,3,1,6,5,6,14,11,14,20,19,0,1,10,0,Respiratory & Asthma
2385,20,18,6,14,0,10,15,5,7,10,3,0,8,5,11,3,3,17,8,13,Antibiotics
2386,10,0,7,4,18,11,5,2,6,16,16,17,7,9,11,0,4,13,16,6,Allergy & Sinus
2387,6,19,8,8,19,14,2,12,18,11,7,20,7,5,4,19,16,6,14,11,Eye & Ear Care
2388,19,8,12,20,20,17,13,5,0,0,17,1,3,8,16,15,5,3,3,8,Pain Relief
2389,9,10,17,19,10,12,16,0,12,12,1,1,3,5,9,2,18,12,8,10,Pain Relief
2390,17,3,1,17,8,4,8,2,2,13,2,19,18,7,4,8,2,19,14,20,Pet Medications
2391,5,13,14,10,18,15,16,15,19,3,8,8,14,13,15,18,20,4,18,12,Weight Management
2392,18,2,12,13,13,18,3,15,13,12,5,13,5,14,5,5,11,1,12,12,Antibiotics
2393,19,9,9,15,19,0,20,5,2,8,8,6,10,19,8,0,1,1,16,7,Skin Care & Dermatology
2394,6,9,10,3,0,5,7,18,18,6,12,6,15,16,3,12,14,6,12,15,Diabetes Care
2395,1,0,18,12,11,11,9,16,13,9,8,3,15,8,13,1,14,20,10,11,Sexual Wellness
2396,5,4,15,18,7,18,16,20,9,7,5,10,5,15,1,8,3,0,9,7,Diabetes Care
2397,9,20,13,17,15,17,18,20,15,1,18,5,10,19,17,8,18,10,2,18,Cold & Sick
2398,4,9,19,19,3,8,3,18,0,2,18,3,8,16,20,10,7,6,0,11,Respiratory & Asthma
2399,11,7,18,7,19,17,12,17,19,5,4,16,13,17,0,13,18,0,10,4,Allergy & Sinus
2400,14,1,3,5,2,4,17,16,16,2,8,9,20,19,8,4,18,15,13,1,Baby & Child Care
2401,2,13,3,14,4,7,2,16,18,8,13,6,0,9,9,5,2,9,1,3,Heart & Blood Pressure
2402,12,18,8,17,0,20,9,11,0,5,20,10,3,11,14,9,3,2,12,19,Digestive Health
2403,17,2,1,10,0,3,6,10,7,3,9,14,16,12,12,17,19,5,16,8,Weight Management
2404,4,14,18,9,10,19,1,7,5,12,11,18,3,12,13,6,10,2,20,18,Mental Health & Sleep
2405,8,17,2,6,9,8,11,17,19,10,15,13,9,6,5,0,14,13,6,19,Heart & Blood Pressure
2406,11,0,12,8,10,3,8,5,19,6,8,2,20,4,7,5,6,9,3,14,Baby & Child Care
2407,8,17,13,11,17,6,19,4,6,8,6,17,14,7,9,15,9,14,2,15,Skin Care & Dermatology
2408,13,9,16,11,3,7,10,17,5,16,2,0,4,9,10,9,14,3,8,15,Diabetes Care
2409,15,0,12,16,3,4,18,8,2,8,11,13,17,8,3,15,14,14,8,12,Skin Care & Dermatology
2410,14,3,19,8,17,10,0,9,16,4,0,19,5,16,18,17,2,20,8,16,Sexual Wellness
2411,16,19,16,3,1,18,13,20,3,20,18,20,11,15,5,18,1,20,12,13,Diabetes Care
2412,16,0,2,10,7,0,6,13,18,14,16,2,19,16,5,19,7,13,6,5,Baby & Child Care
2413,18,9,3,12,13,9,15,18,15,1,2,4,16,8,16,14,5,5,10,8,Antibiotics
2414,3,0,1,10,5,20,2,1,17,4,20,18,7,15,1,15,11,14,14,3,Digestive Health
2415,14,8,17,20,8,5,3,0,17,16,12,13,0,5,11,19,14,7,2,18,Pain Relief
2416,4,9,2,0,18,13,2,13,0,7,17,20,18,8,8,9,17,1,7,11,Eye & Ear Care
2417,18,20,9,17,14,19,3,4,10,4,7,3,5,8,5,5,5,15,1,16,Cold & Sick
2418,19,13,5,7,7,6,9,16,10,7,3,14,16,12,6,3,19,7,5,16,Antibiotics
2419,8,6,13,18,0,10,1,6,17,4,6,12,15,20,2,14,8,0,0,5,First Aid & Wound Care
2420,5,2,4,15,4,10,20,9,11,2,19,8,14,15,13,4,12,4,8,8,Skin Care & Dermatology
2421,2,19,9,18,4,11,9,15,18,18,5,12,20,16,11,19,3,18,15,20,Baby & Child Care
2422,2,20,3,18,11,19,18,0,16,0,9,19,2,8,17,19,7,15,17,2,Cold & Sick
2423,7,19,9,17,5,3,14,15,4,20,11,15,19,10,17,20,1,20,8,18,Women's Health
2424,4,0,11,2,17,5,19,4,11,6,6,15,11,7,2,10,16,10,1,3,Skin Care & Dermatology
2425,13,4,16,12,13,1,18,6,9,2,19,5,11,5,18,15,8,16,8,19,Men's Health
2426,14,6,18,9,12,16,8,18,2,15,13,5,2,0,20,4,7,14,9,12,Respiratory & Asthma
2427,2,18,6,6,5,9,11,20,3,12,16,9,17,10,1,7,1,9,3,16,Diabetes Care
2428,7,6,12,20,7,14,7,15,15,6,19,14,2,13,4,11,9,12,16,8,Pain Relief
2429,3,12,6,7,1,7,3,3,0,13,16,8,14,6,7,8,7,0,7,17,Pet Medications
2430,6,10,1,18,15,19,19,0,15,17,14,5,16,1,2,8,1,16,7,6,Digestive Health
2431,19,0,18,9,16,3,16,4,0,18,9,10,7,19,14,1,20,1,19,7,Weight Management
2432,18,18,10,14,8,3,0,18,15,5,5,17,9,11,19,15,4,9,12,5,Respiratory & Asthma
2433,6,9,16,5,0,8,10,15,2,4,11,18,7,2,0,20,3,9,9,6,Supplements & Herbal
2434,19,15,9,18,17,1,6,14,7,14,2,6,14,20,5,7,17,4,2,9,First Aid & Wound Care
2435,0,11,11,20,0,18,4,9,4,0,17,3,19,2,6,5,7,19,17,11,Pain Relief
2436,4,0,18,2,20,12,18,0,10,13,10,8,10,16,12,6,8,13,16,20,Allergy & Sinus
2437,18,15,15,7,9,0,2,3,16,0,17,8,5,15,3,14,13,13,12,7,Antibiotics
2438,1,1,8,19,18,16,3,19,9,4,6,6,1,2,16,14,2,16,11,2,Pain Relief
2439,1,14,13,16,2,8,0,9,8,20,3,17,18,0,3,7,12,20,18,10,Women's Health
2440,8,14,6,15,0,0,7,4,7,19,1,13,11,6,18,17,14,4,16,20,Pet Medications
2441,10,18,4,12,20,10,0,1,14,18,5,0,8,3,19,9,7,6,6,5,Allergy & Sinus
2442,18,2,0,14,18,6,15,13,7,15,6,19,17,18,13,20,16,17,18,20,Supplements & Herbal
2443,1,4,5,14,5,1,4,9,7,5,2,5,3,12,1,13,6,9,0,6,Pain Relief
2444,17,7,19,15,16,16,16,12,12,2,8,16,16,2,12,18,4,2,12,4,Vitamin
2445,13,2,19,20,12,10,1,1,18,0,9,19,1,5,1,5,10,16,9,13,Pain Relief
2446,6,5,20,13,8,16,12,16,18,0,15,19,11,11,18,11,9,8,2,5,Vitamin
2447,1,13,5,20,2,18,10,0,12,8,11,17,17,0,6,18,18,20,13,0,Pain Relief
2448,16,10,19,17,8,15,4,3,17,16,1,0,17,0,14,11,12,13,16,1,Vitamin
2449,19,20,9,13,1,6,19,16,4,12,12,7,3,4,9,15,9,6,8,19,Cold & Sick
2450,20,5,20,6,1,5,20,18,6,12,20,17,19,17,18,11,10,15,16,7,Antibiotics
2451,10,5,16,0,3,9,3,14,11,8,1,15,19,1,11,9,6,18,2,15,Baby & Child Care
2452,15,19,12,16,9,19,2,7,19,19,16,7,3,3,13,18,13,20,3,16,Sexual Wellness
2453,9,9,16,19,11,19,17,8,5,14,19,16,7,19,8,12,16,4,4,18,Pain Relief
2454,18,8,18,3,13,9,12,15,8,10,3,16,7,16,19,12,19,4,15,2,Respiratory & Asthma
2455,20,6,0,1,6,4,16,5,13,17,2,10,14,0,19,1,3,15,14,7,Antibiotics
2456,7,6,9,14,5,13,19,20,20,12,12,2,7,9,13,10,20,19,13,2,Diabetes Care
2457,15,7,8,13,13,0,5,2,12,20,9,17,16,11,10,15,2,10,20,0,Women's Health
2458,8,5,8,19,11,5,17,13,3,2,7,15,15,5,11,19,20,3,4,14,Weight Management
2459,12,12,4,20,0,9,7,11,2,10,19,3,11,12,20,2,4,9,20,8,Pain Relief
2460,19,16,18,3,16,18,13,20,19,6,20,3,14,0,17,20,12,20,0,16,Diabetes Care
2461,7,2,20,1,18,8,20,18,18,1,3,19,12,17,15,12,1,17,9,11,Vitamin
2462,16,11,0,12,17,14,9,15,20,1,14,0,1,19,4,9,16,20,9,17,Heart & Blood Pressure
2463,11,20,12,7,18,6,6,13,19,4,2,3,10,14,20,1,18,4,11,14,Cold & Sick
2464,11,0,6,20,16,11,10,1,16,6,12,13,11,0,8,10,3,7,8,3,Pain Relief
2465,2,20,17,6,4,0,17,20,5,14,9,8,4,15,20,18,8,6,11,16,Cold & Sick
2466,11,16,3,13,11,10,16,11,9,18,10,18,9,3,13,20,16,9,8,5,Supplements & Herbal
2467,19,8,17,10,17,20,16,3,8,4,3,20,12,14,3,2,8,8,12,20,Digestive Health
2468,16,17,17,16,4,20,0,0,7,3,18,1,3,14,1,11,16,1,20,19,Digestive Health
2469,13,16,11,1,15,20,19,9,16,11,16,4,18,1,10,14,6,18,4,13,Digestive Health
2470,8,14,17,16,8,20,16,1,5,15,3,11,17,9,10,8,20,16,7,4,Digestive Health
2471,15,9,3,6,20,2,2,13,18,11,5,16,0,0,19,11,3,10,5,3,Allergy & Sinus
2472,19,20,4,12,9,1,13,5,12,4,13,15,20,5,5,9,14,2,1,15,Cold & Sick
2473,20,10,19,3,8,9,13,9,1,7,20,0,5,8,11,20,18,9,0,18,Antibiotics
2474,5,17,11,12,7,4,6,8,13,15,1,6,11,3,9,1,20,11,9,13,Weight Management
2475,10,12,7,16,17,13,17,0,16,0,6,7,9,8,16,15,14,12,20,2,Mental Health & Sleep
2476,2,5,12,9,7,20,18,9,18,8,8,20,0,2,12,11,1,1,20,18,Digestive Health
2477,14,18,2,8,16,1,13,16,18,1,19,1,20,7,9,20,15,9,13,17,Baby & Child Care
2478,3,8,11,14,18,20,10,8,4,20,12,6,16,13,13,16,15,9,13,19,Digestive Health
2479,16,14,6,17,10,13,7,9,20,7,18,9,0,8,8,8,9,2,7,1,Heart & Blood Pressure
2480,6,15,10,13,0,15,1,1,12,5,4,10,20,13,3,16,20,8,13,1,Baby & Child Care
2481,16,3,18,1,18,13,6,3,5,14,4,7,7,0,20,15,1,12,2,0,Respiratory & Asthma
2482,15,6,12,17,15,3,1,19,3,4,20,12,8,12,4,9,14,1,11,4,Men's Health
2483,5,10,8,14,20,17,0,1,20,12,12,1,10,12,1,14,7,15,3,16,Allergy & Sinus
2484,8,18,20,18,16,11,16,12,3,8,7,20,7,9,9,11,18,12,3,9,Vitamin
2485,13,4,7,14,19,13,0,15,18,7,2,11,11,6,8,17,10,9,1,20,Pet Medications
2486,10,10,10,14,11,5,0,6,10,9,9,11,8,12,11,17,7,15,10,6,Supplements & Herbal
2487,10,11,7,16,15,17,5,7,18,20,16,19,10,4,2,0,7,20,7,8,Women's Health
2488,15,18,6,16,1,1,15,8,0,1,9,15,15,8,18,15,11,0,9,9,Cold & Sick
2489,0,7,0,7,0,4,6,9,9,13,12,12,2,5,20,14,15,1,16,6,Respiratory & Asthma
2490,13,16,5,12,13,17,16,0,12,13,1,0,17,12,0,18,16,6,12,20,Pet Medications
2491,13,5,0,2,2,5,18,13,8,13,7,6,5,16,11,6,16,20,8,3,Sexual Wellness
2492,19,15,20,6,4,2,13,12,3,12,16,15,18,8,18,9,17,9,6,8,Vitamin
2493,3,13,15,3,11,8,7,19,19,19,6,17,2,3,16,19,6,4,3,16,Diabetes Care
2494,8,19,17,12,1,14,20,9,15,7,6,9,19,12,2,6,9,2,18,17,Skin Care & Dermatology
2495,2,0,3,17,6,17,18,16,1,10,13,5,14,6,20,5,14,3,5,20,Respiratory & Asthma
2496,19,11,0,1,6,5,10,2,19,20,20,10,0,12,11,9,8,5,20,4,Women's Health
2497,11,18,12,18,7,6,3,11,1,9,11,12,17,5,11,0,10,14,5,5,Cold & Sick
2498,18,16,18,0,15,12,14,20,4,14,12,8,5,5,16,5,3,9,8,15,Diabetes Care
2499,12,0,2,13,19,0,1,18,5,12,14,13,19,15,16,15,7,3,3,0,Allergy & Sinus
2500,18,2,20,9,19,19,12,17,5,14,9,17,2,13,10,1,4,6,11,19,Vitamin
2501,20,19,6,10,4,9,2,12,14,18,8,6,12,2,13,14,19,8,0,13,Antibiotics
2502,7,2,7,2,12,17,6,10,12,9,13,2,17,11,9,10,9,12,14,1,Digestive Health
2503,12,18,4,9,19,7,19,13,2,4,9,11,5,3,6,9,3,0,19,2,Allergy & Sinus
2504,12,16,7,17,17,6,20,17,19,1,11,1,6,7,6,13,12,16,10,0,Skin Care & Dermatology
2505,16,2,8,6,14,15,17,12,10,17,10,11,2,13,17,19,11,0,4,14,Supplements & Herbal
2506,3,11,1,10,15,1,19,3,17,16,18,5,13,16,7,4,16,0,12,15,Skin Care & Dermatology
2507,11,19,19,19,7,16,15,17,16,18,7,4,3,2,6,8,14,20,19,13,Sexual Wellness
2508,6,12,13,2,16,20,10,4,18,6,16,18,3,1,2,16,5,19,14,8,Digestive Health
2509,12,16,7,6,5,8,2,9,16,14,1,10,3,12,16,16,14,9,13,19,Pet Medications
2510,6,13,4,0,1,2,13,18,4,13,3,2,2,10,17,18,5,5,8,7,Diabetes Care
2511,1,16,14,12,19,13,16,9,5,2,0,9,7,16,5,9,0,17,19,20,Pet Medications
2512,15,13,20,14,18,17,9,15,9,14,20,5,12,19,16,13,10,20,1,6,Vitamin
2513,13,17,19,13,18,20,8,0,11,1,14,5,8,0,1,12,11,5,20,13,Digestive Health
2514,5,2,20,8,1,9,9,1,5,5,5,10,14,14,4,12,14,6,9,4,Vitamin
2515,9,12,12,19,15,19,2,11,2,4,19,18,0,9,8,16,9,16,1,5,Pain Relief
2516,19,1,19,7,17,5,3,1,19,7,6,5,6,14,3,5,20,6,14,2,Weight Management
2517,15,5,17,10,15,8,7,15,7,17,2,0,18,17,7,11,19,15,4,18,Weight Management
2518,1,10,0,13,2,1,16,9,14,0,5,13,3,0,8,5,18,4,14,5,Weight Management
2519,8,8,3,20,3,0,1,13,14,15,0,17,2,17,16,10,17,14,12,18,Pain Relief
2520,8,6,11,20,19,19,11,0,5,15,4,13,1,15,13,7,10,12,5,16,Pain Relief
2521,14,13,17,5,18,17,16,10,7,16,16,10,12,3,0,13,15,1,12,11,Allergy & Sinus
2522,18,19,3,16,13,18,17,19,16,9,8,3,13,12,12,15,17,11,17,8,Cold & Sick
2523,9,3,15,8,2,2,17,1,9,6,3,7,17,11,7,5,3,10,11,0,Skin Care & Dermatology
2524,1,5,4,11,2,1,5,6,12,16,7,5,13,17,13,9,4,17,5,14,First Aid & Wound Care
2525,19,18,10,6,14,16,10,4,15,4,18,16,15,3,15,11,20,4,5,8,Weight Management
2526,18,19,10,12,9,2,0,4,17,6,3,11,15,5,0,9,6,9,10,0,Cold & Sick
2527,9,0,16,18,3,18,9,1,6,17,3,6,10,17,16,14,5,7,7,9,Pain Relief
2528,7,7,12,4,8,1,10,16,1,19,11,19,0,0,7,3,1,1,11,3,Women's Health
2529,10,18,18,8,14,13,12,13,15,14,3,0,18,1,12,13,19,18,9,8,Weight Management
2530,17,4,8,15,1,1,4,19,14,9,20,10,18,11,5,1,3,1,16,16,Men's Health
2531,0,17,15,17,3,3,12,19,2,19,14,3,1,12,15,9,15,1,16,3,Diabetes Care
2532,18,11,16,18,4,14,12,15,4,7,0,18,13,7,1,7,16,10,8,4,Antibiotics
2533,5,0,11,19,3,0,15,9,16,14,8,12,14,12,6,2,6,3,18,9,Pain Relief
2534,2,9,8,11,14,12,14,0,15,2,16,0,20,10,16,4,17,6,7,10,Baby & Child Care
2535,0,0,13,17,1,8,7,18,15,13,19,3,7,18,14,16,4,6,0,5,Men's Health
2536,5,1,4,3,7,18,7,15,16,11,11,15,7,4,7,15,9,18,15,7,Digestive Health
2537,10,20,15,3,8,17,1,6,12,20,14,20,9,10,5,4,0,20,0,14,Cold & Sick
2538,7,7,3,8,19,15,7,1,16,6,10,17,11,19,15,13,4,18,4,19,Allergy & Sinus
2539,2,1,1,17,17,17,11,13,20,10,4,6,1,16,6,18,12,19,12,9,Heart & Blood Pressure
2540,0,14,1,15,3,0,7,4,0,20,13,11,2,13,14,14,14,8,6,17,Women's Health
2541,9,9,7,2,17,3,12,1,15,11,19,17,20,9,9,3,0,2,4,5,Baby & Child Care
2542,2,19,1,13,3,0,2,12,7,10,9,7,12,5,3,20,11,18,13,19,Supplements & Herbal
2543,7,2,3,15,4,16,15,13,4,8,0,12,13,8,2,18,13,12,17,4,Supplements & Herbal
2544,10,17,7,0,20,13,19,6,17,13,10,15,10,9,9,17,2,0,2,14,Allergy & Sinus
2545,20,4,20,16,10,7,15,16,16,12,18,1,15,6,5,5,11,16,2,9,Antibiotics
2546,14,18,2,19,8,19,16,17,18,0,6,13,1,6,8,20,14,20,2,14,Supplements & Herbal
2547,10,0,3,17,2,10,7,19,10,12,11,12,6,20,14,11,16,15,19,1,First Aid & Wound Care
2548,19,12,17,11,1,17,18,1,15,16,5,1,4,3,12,15,11,7,4,9,Antibiotics
2549,15,14,20,14,13,18,19,4,15,16,20,4,17,13,13,0,12,7,2,5,Vitamin
2550,20,7,11,10,9,8,13,17,4,6,0,9,1,10,10,6,18,15,3,15,Antibiotics
2551,10,0,10,5,0,18,17,17,15,10,14,12,4,14,19,18,18,16,16,13,Respiratory & Asthma
2552,20,16,6,6,6,15,3,4,8,7,8,2,14,16,3,14,3,7,11,3,Antibiotics
2553,8,13,20,18,12,3,16,0,17,1,3,16,17,10,10,10,12,10,20,8,Vitamin
2554,7,19,10,12,10,20,11,4,6,16,4,17,6,13,10,9,17,9,12,19,Digestive Health
2555,20,7,8,2,12,7,17,20,10,2,5,5,2,7,15,11,8,20,3,6,Antibiotics
2556,4,20,19,5,16,1,0,12,8,13,3,3,6,9,0,7,1,3,4,9,Cold & Sick
2557,2,17,14,17,3,19,5,11,11,20,1,15,0,7,0,20,1,13,6,1,Women's Health
2558,2,15,13,4,19,15,20,10,12,3,5,20,6,1,0,4,16,3,15,0,Skin Care & Dermatology
2559,3,13,19,6,2,5,17,12,11,5,15,20,16,14,7,20,18,13,14,18,Eye & Ear Care
2560,11,17,14,10,8,10,10,8,16,15,2,3,16,17,2,0,17,20,16,1,Sexual Wellness
2561,20,17,2,15,18,0,14,13,18,2,0,12,15,9,2,14,14,0,14,8,Antibiotics
2562,2,0,4,10,1,7,10,18,20,12,4,13,0,11,16,15,17,17,3,17,Heart & Blood Pressure
2563,8,0,6,5,20,7,6,13,12,8,13,9,3,0,5,3,15,8,10,7,Allergy & Sinus
2564,3,18,12,13,17,14,20,7,18,16,1,10,13,8,17,18,19,7,1,8,Skin Care & Dermatology
2565,8,6,19,9,0,12,4,19,10,13,3,9,13,10,19,0,7,17,20,2,Mental Health & Sleep
2566,8,10,0,16,6,19,6,10,1,4,8,6,8,2,18,16,16,17,3,5,Digestive Health
2567,8,2,4,6,19,7,18,11,13,10,6,17,15,17,11,4,1,3,0,6,Allergy & Sinus
2568,17,15,17,16,20,1,2,20,1,3,1,8,18,10,11,12,2,10,0,14,Allergy & Sinus
2569,14,17,5,4,15,9,11,7,15,7,2,9,7,15,13,6,2,16,12,15,Cold & Sick
2570,20,1,7,19,12,20,13,4,8,13,18,0,14,9,0,11,15,7,5,0,Antibiotics
2571,5,15,5,12,14,11,18,1,1,13,11,17,7,7,5,19,0,12,10,15,Supplements & Herbal
2572,17,14,12,17,17,19,12,15,20,1,15,11,17,6,19,6,2,20,19,1,Heart & Blood Pressure
2573,1,1,1,19,17,7,11,2,0,3,20,13,17,3,6,16,18,3,4,8,Men's Health
2574,13,15,14,19,19,20,17,5,5,8,1,8,8,18,11,18,14,13,20,17,Digestive Health
2575,9,4,13,8,16,8,1,8,2,6,16,20,2,16,12,6,16,13,6,20,Eye & Ear Care
2576,5,1,13,0,7,9,0,16,9,15,0,13,11,1,10,9,17,4,3,16,Weight Management
2577,19,0,4,20,17,3,7,7,0,1,10,13,17,5,16,19,13,20,14,6,Pain Relief
2578,18,6,9,4,9,12,9,16,6,3,19,9,13,4,16,0,13,17,12,19,Men's Health
2579,9,14,0,20,8,13,10,10,4,10,14,19,2,14,1,14,19,11,8,0,Pain Relief
2580,15,10,7,20,0,1,2,19,4,2,5,1,2,18,12,12,8,17,12,12,Pain Relief
2581,7,0,12,4,13,3,2,13,20,3,16,17,11,9,10,15,11,19,11,17,Heart & Blood Pressure
2582,18,5,20,5,17,11,17,7,13,7,3,10,10,15,4,16,10,16,2,4,Vitamin
2583,7,6,19,10,19,4,16,1,9,12,11,19,7,12,19,7,17,1,19,13,Vitamin
2584,10,2,9,16,16,11,19,4,2,13,3,0,0,0,17,2,1,3,17,1,Skin Care & Dermatology
2585,20,7,4,8,7,2,7,0,6,16,5,6,14,8,7,13,0,4,8,20,Antibiotics
2586,1,1,9,0,11,5,10,11,6,9,9,7,12,5,18,15,15,8,1,0,Respiratory & Asthma
2587,19,17,1,2,10,0,8,18,12,19,11,17,14,9,6,13,5,17,1,1,Antibiotics
2588,8,16,4,1,19,4,8,7,5,1,3,4,11,4,6,13,0,0,0,11,Allergy & Sinus
